portfolioRefCode;currencyCode;accountNo;cashAccountName;refCode;iban
nt6064;TL;749140;N6064;N-6565;TR00000000005573294
nt6065;TL;749141;N6065;N-6566;TR00000000005573295
nt6066;TL;749142;N6066;N-6567;TR00000000005573296
nt6067;TL;749143;N6067;N-6568;TR00000000005573297
nt6068;TL;749144;N6068;N-6569;TR00000000005573298
nt6069;TL;749145;N6069;N-6570;TR00000000005573299
nt6070;TL;749146;N6070;N-6571;TR00000000005573300
nt6071;TL;749147;N6071;N-6572;TR00000000005573301
nt6072;TL;749148;N6072;N-6573;TR00000000005573302
nt6073;TL;749149;N6073;N-6574;TR00000000005573303
nt6074;TL;749150;N6074;N-6575;TR00000000005573304
nt6075;TL;749151;N6075;N-6576;TR00000000005573305
nt6076;TL;749152;N6076;N-6577;TR00000000005573306
nt6077;TL;749153;N6077;N-6578;TR00000000005573307
nt6078;TL;749154;N6078;N-6579;TR00000000005573308
nt6079;TL;749155;N6079;N-6580;TR00000000005573309
nt6080;TL;749156;N6080;N-6581;TR00000000005573310
nt6081;TL;749157;N6081;N-6582;TR00000000005573311
nt6082;TL;749158;N6082;N-6583;TR00000000005573312
nt6083;TL;749159;N6083;N-6584;TR00000000005573313
nt6084;TL;749160;N6084;N-6585;TR00000000005573314
nt6085;TL;749161;N6085;N-6586;TR00000000005573315
nt6086;TL;749162;N6086;N-6587;TR00000000005573316
nt6087;TL;749163;N6087;N-6588;TR00000000005573317
nt6088;TL;749164;N6088;N-6589;TR00000000005573318
nt6089;TL;749165;N6089;N-6590;TR00000000005573319
nt6090;TL;749166;N6090;N-6591;TR00000000005573320
nt6091;TL;749167;N6091;N-6592;TR00000000005573321
nt6092;TL;749168;N6092;N-6593;TR00000000005573322
nt6093;TL;749169;N6093;N-6594;TR00000000005573323
nt6094;TL;749170;N6094;N-6595;TR00000000005573324
nt6095;TL;749171;N6095;N-6596;TR00000000005573325
nt6096;TL;749172;N6096;N-6597;TR00000000005573326
nt6097;TL;749173;N6097;N-6598;TR00000000005573327
nt6098;TL;749174;N6098;N-6599;TR00000000005573328
nt6099;TL;749175;N6099;N-6600;TR00000000005573329
nt6100;TL;749176;N6100;N-6601;TR00000000005573330
nt6101;TL;749177;N6101;N-6602;TR00000000005573331
nt6102;TL;749178;N6102;N-6603;TR00000000005573332
nt6103;TL;749179;N6103;N-6604;TR00000000005573333
nt6104;TL;749180;N6104;N-6605;TR00000000005573334
nt6105;TL;749181;N6105;N-6606;TR00000000005573335
nt6106;TL;749182;N6106;N-6607;TR00000000005573336
nt6107;TL;749183;N6107;N-6608;TR00000000005573337
nt6108;TL;749184;N6108;N-6609;TR00000000005573338
nt6109;TL;749185;N6109;N-6610;TR00000000005573339
nt6110;TL;749186;N6110;N-6611;TR00000000005573340
nt6111;TL;749187;N6111;N-6612;TR00000000005573341
nt6112;TL;749188;N6112;N-6613;TR00000000005573342
nt6113;TL;749189;N6113;N-6614;TR00000000005573343
nt6114;TL;749190;N6114;N-6615;TR00000000005573344
nt6115;TL;749191;N6115;N-6616;TR00000000005573345
nt6116;TL;749192;N6116;N-6617;TR00000000005573346
nt6117;TL;749193;N6117;N-6618;TR00000000005573347
nt6118;TL;749194;N6118;N-6619;TR00000000005573348
nt6119;TL;749195;N6119;N-6620;TR00000000005573349
nt6120;TL;749196;N6120;N-6621;TR00000000005573350
nt6121;TL;749197;N6121;N-6622;TR00000000005573351
nt6122;TL;749198;N6122;N-6623;TR00000000005573352
nt6123;TL;749199;N6123;N-6624;TR00000000005573353
nt6124;TL;749200;N6124;N-6625;TR00000000005573354
nt6125;TL;749201;N6125;N-6626;TR00000000005573355
nt6126;TL;749202;N6126;N-6627;TR00000000005573356
nt6127;TL;749203;N6127;N-6628;TR00000000005573357
nt6128;TL;749204;N6128;N-6629;TR00000000005573358
nt6129;TL;749205;N6129;N-6630;TR00000000005573359
nt6130;TL;749206;N6130;N-6631;TR00000000005573360
nt6131;TL;749207;N6131;N-6632;TR00000000005573361
nt6132;TL;749208;N6132;N-6633;TR00000000005573362
nt6133;TL;749209;N6133;N-6634;TR00000000005573363
nt6134;TL;749210;N6134;N-6635;TR00000000005573364
nt6135;TL;749211;N6135;N-6636;TR00000000005573365
nt6136;TL;749212;N6136;N-6637;TR00000000005573366
nt6137;TL;749213;N6137;N-6638;TR00000000005573367
nt6138;TL;749214;N6138;N-6639;TR00000000005573368
nt6139;TL;749215;N6139;N-6640;TR00000000005573369
nt6140;TL;749216;N6140;N-6641;TR00000000005573370
nt6141;TL;749217;N6141;N-6642;TR00000000005573371
nt6142;TL;749218;N6142;N-6643;TR00000000005573372
nt6143;TL;749219;N6143;N-6644;TR00000000005573373
nt6144;TL;749220;N6144;N-6645;TR00000000005573374
nt6145;TL;749221;N6145;N-6646;TR00000000005573375
nt6146;TL;749222;N6146;N-6647;TR00000000005573376
nt6147;TL;749223;N6147;N-6648;TR00000000005573377
nt6148;TL;749224;N6148;N-6649;TR00000000005573378
nt6149;TL;749225;N6149;N-6650;TR00000000005573379
nt6150;TL;749226;N6150;N-6651;TR00000000005573380
nt6151;TL;749227;N6151;N-6652;TR00000000005573381
nt6152;TL;749228;N6152;N-6653;TR00000000005573382
nt6153;TL;749229;N6153;N-6654;TR00000000005573383
nt6154;TL;749230;N6154;N-6655;TR00000000005573384
nt6155;TL;749231;N6155;N-6656;TR00000000005573385
nt6156;TL;749232;N6156;N-6657;TR00000000005573386
nt6157;TL;749233;N6157;N-6658;TR00000000005573387
nt6158;TL;749234;N6158;N-6659;TR00000000005573388
nt6159;TL;749235;N6159;N-6660;TR00000000005573389
nt6160;TL;749236;N6160;N-6661;TR00000000005573390
nt6161;TL;749237;N6161;N-6662;TR00000000005573391
nt6162;TL;749238;N6162;N-6663;TR00000000005573392
nt6163;TL;749239;N6163;N-6664;TR00000000005573393
nt6164;TL;749240;N6164;N-6665;TR00000000005573394
nt6165;TL;749241;N6165;N-6666;TR00000000005573395
nt6166;TL;749242;N6166;N-6667;TR00000000005573396
nt6167;TL;749243;N6167;N-6668;TR00000000005573397
nt6168;TL;749244;N6168;N-6669;TR00000000005573398
nt6169;TL;749245;N6169;N-6670;TR00000000005573399
nt6170;TL;749246;N6170;N-6671;TR00000000005573400
nt6171;TL;749247;N6171;N-6672;TR00000000005573401
nt6172;TL;749248;N6172;N-6673;TR00000000005573402
nt6173;TL;749249;N6173;N-6674;TR00000000005573403
nt6174;TL;749250;N6174;N-6675;TR00000000005573404
nt6175;TL;749251;N6175;N-6676;TR00000000005573405
nt6176;TL;749252;N6176;N-6677;TR00000000005573406
nt6177;TL;749253;N6177;N-6678;TR00000000005573407
nt6178;TL;749254;N6178;N-6679;TR00000000005573408
nt6179;TL;749255;N6179;N-6680;TR00000000005573409
nt6180;TL;749256;N6180;N-6681;TR00000000005573410
nt6181;TL;749257;N6181;N-6682;TR00000000005573411
nt6182;TL;749258;N6182;N-6683;TR00000000005573412
nt6183;TL;749259;N6183;N-6684;TR00000000005573413
nt6184;TL;749260;N6184;N-6685;TR00000000005573414
nt6185;TL;749261;N6185;N-6686;TR00000000005573415
nt6186;TL;749262;N6186;N-6687;TR00000000005573416
nt6187;TL;749263;N6187;N-6688;TR00000000005573417
nt6188;TL;749264;N6188;N-6689;TR00000000005573418
nt6189;TL;749265;N6189;N-6690;TR00000000005573419
nt6190;TL;749266;N6190;N-6691;TR00000000005573420
nt6191;TL;749267;N6191;N-6692;TR00000000005573421
nt6192;TL;749268;N6192;N-6693;TR00000000005573422
nt6193;TL;749269;N6193;N-6694;TR00000000005573423
nt6194;TL;749270;N6194;N-6695;TR00000000005573424
nt6195;TL;749271;N6195;N-6696;TR00000000005573425
nt6196;TL;749272;N6196;N-6697;TR00000000005573426
nt6197;TL;749273;N6197;N-6698;TR00000000005573427
nt6198;TL;749274;N6198;N-6699;TR00000000005573428
nt6199;TL;749275;N6199;N-6700;TR00000000005573429
nt6200;TL;749276;N6200;N-6701;TR00000000005573430
nt6201;TL;749277;N6201;N-6702;TR00000000005573431
nt6202;TL;749278;N6202;N-6703;TR00000000005573432
nt6203;TL;749279;N6203;N-6704;TR00000000005573433
nt6204;TL;749280;N6204;N-6705;TR00000000005573434
nt6205;TL;749281;N6205;N-6706;TR00000000005573435
nt6206;TL;749282;N6206;N-6707;TR00000000005573436
nt6207;TL;749283;N6207;N-6708;TR00000000005573437
nt6208;TL;749284;N6208;N-6709;TR00000000005573438
nt6209;TL;749285;N6209;N-6710;TR00000000005573439
nt6210;TL;749286;N6210;N-6711;TR00000000005573440
nt6211;TL;749287;N6211;N-6712;TR00000000005573441
nt6212;TL;749288;N6212;N-6713;TR00000000005573442
nt6213;TL;749289;N6213;N-6714;TR00000000005573443
nt6214;TL;749290;N6214;N-6715;TR00000000005573444
nt6215;TL;749291;N6215;N-6716;TR00000000005573445
nt6216;TL;749292;N6216;N-6717;TR00000000005573446
nt6217;TL;749293;N6217;N-6718;TR00000000005573447
nt6218;TL;749294;N6218;N-6719;TR00000000005573448
nt6219;TL;749295;N6219;N-6720;TR00000000005573449
nt6220;TL;749296;N6220;N-6721;TR00000000005573450
nt6221;TL;749297;N6221;N-6722;TR00000000005573451
nt6222;TL;749298;N6222;N-6723;TR00000000005573452
nt6223;TL;749299;N6223;N-6724;TR00000000005573453
nt6224;TL;749300;N6224;N-6725;TR00000000005573454
nt6225;TL;749301;N6225;N-6726;TR00000000005573455
nt6226;TL;749302;N6226;N-6727;TR00000000005573456
nt6227;TL;749303;N6227;N-6728;TR00000000005573457
nt6228;TL;749304;N6228;N-6729;TR00000000005573458
nt6229;TL;749305;N6229;N-6730;TR00000000005573459
nt6230;TL;749306;N6230;N-6731;TR00000000005573460
nt6231;TL;749307;N6231;N-6732;TR00000000005573461
nt6232;TL;749308;N6232;N-6733;TR00000000005573462
nt6233;TL;749309;N6233;N-6734;TR00000000005573463
nt6234;TL;749310;N6234;N-6735;TR00000000005573464
nt6235;TL;749311;N6235;N-6736;TR00000000005573465
nt6236;TL;749312;N6236;N-6737;TR00000000005573466
nt6237;TL;749313;N6237;N-6738;TR00000000005573467
nt6238;TL;749314;N6238;N-6739;TR00000000005573468
nt6239;TL;749315;N6239;N-6740;TR00000000005573469
nt6240;TL;749316;N6240;N-6741;TR00000000005573470
nt6241;TL;749317;N6241;N-6742;TR00000000005573471
nt6242;TL;749318;N6242;N-6743;TR00000000005573472
nt6243;TL;749319;N6243;N-6744;TR00000000005573473
nt6244;TL;749320;N6244;N-6745;TR00000000005573474
nt6245;TL;749321;N6245;N-6746;TR00000000005573475
nt6246;TL;749322;N6246;N-6747;TR00000000005573476
nt6247;TL;749323;N6247;N-6748;TR00000000005573477
nt6248;TL;749324;N6248;N-6749;TR00000000005573478
nt6249;TL;749325;N6249;N-6750;TR00000000005573479
nt6250;TL;749326;N6250;N-6751;TR00000000005573480
nt6251;TL;749327;N6251;N-6752;TR00000000005573481
nt6252;TL;749328;N6252;N-6753;TR00000000005573482
nt6253;TL;749329;N6253;N-6754;TR00000000005573483
nt6254;TL;749330;N6254;N-6755;TR00000000005573484
nt6255;TL;749331;N6255;N-6756;TR00000000005573485
nt6256;TL;749332;N6256;N-6757;TR00000000005573486
nt6257;TL;749333;N6257;N-6758;TR00000000005573487
nt6258;TL;749334;N6258;N-6759;TR00000000005573488
nt6259;TL;749335;N6259;N-6760;TR00000000005573489
nt6260;TL;749336;N6260;N-6761;TR00000000005573490
nt6261;TL;749337;N6261;N-6762;TR00000000005573491
nt6262;TL;749338;N6262;N-6763;TR00000000005573492
nt6263;TL;749339;N6263;N-6764;TR00000000005573493
nt6264;TL;749340;N6264;N-6765;TR00000000005573494
nt6265;TL;749341;N6265;N-6766;TR00000000005573495
nt6266;TL;749342;N6266;N-6767;TR00000000005573496
nt6267;TL;749343;N6267;N-6768;TR00000000005573497
nt6268;TL;749344;N6268;N-6769;TR00000000005573498
nt6269;TL;749345;N6269;N-6770;TR00000000005573499
nt6270;TL;749346;N6270;N-6771;TR00000000005573500
nt6271;TL;749347;N6271;N-6772;TR00000000005573501
nt6272;TL;749348;N6272;N-6773;TR00000000005573502
nt6273;TL;749349;N6273;N-6774;TR00000000005573503
nt6274;TL;749350;N6274;N-6775;TR00000000005573504
nt6275;TL;749351;N6275;N-6776;TR00000000005573505
nt6276;TL;749352;N6276;N-6777;TR00000000005573506
nt6277;TL;749353;N6277;N-6778;TR00000000005573507
nt6278;TL;749354;N6278;N-6779;TR00000000005573508
nt6279;TL;749355;N6279;N-6780;TR00000000005573509
nt6280;TL;749356;N6280;N-6781;TR00000000005573510
nt6281;TL;749357;N6281;N-6782;TR00000000005573511
nt6282;TL;749358;N6282;N-6783;TR00000000005573512
nt6283;TL;749359;N6283;N-6784;TR00000000005573513
nt6284;TL;749360;N6284;N-6785;TR00000000005573514
nt6285;TL;749361;N6285;N-6786;TR00000000005573515
nt6286;TL;749362;N6286;N-6787;TR00000000005573516
nt6287;TL;749363;N6287;N-6788;TR00000000005573517
nt6288;TL;749364;N6288;N-6789;TR00000000005573518
nt6289;TL;749365;N6289;N-6790;TR00000000005573519
nt6290;TL;749366;N6290;N-6791;TR00000000005573520
nt6291;TL;749367;N6291;N-6792;TR00000000005573521
nt6292;TL;749368;N6292;N-6793;TR00000000005573522
nt6293;TL;749369;N6293;N-6794;TR00000000005573523
nt6294;TL;749370;N6294;N-6795;TR00000000005573524
nt6295;TL;749371;N6295;N-6796;TR00000000005573525
nt6296;TL;749372;N6296;N-6797;TR00000000005573526
nt6297;TL;749373;N6297;N-6798;TR00000000005573527
nt6298;TL;749374;N6298;N-6799;TR00000000005573528
nt6299;TL;749375;N6299;N-6800;TR00000000005573529
nt6300;TL;749376;N6300;N-6801;TR00000000005573530
nt6301;TL;749377;N6301;N-6802;TR00000000005573531
nt6302;TL;749378;N6302;N-6803;TR00000000005573532
nt6303;TL;749379;N6303;N-6804;TR00000000005573533
nt6304;TL;749380;N6304;N-6805;TR00000000005573534
nt6305;TL;749381;N6305;N-6806;TR00000000005573535
nt6306;TL;749382;N6306;N-6807;TR00000000005573536
nt6307;TL;749383;N6307;N-6808;TR00000000005573537
nt6308;TL;749384;N6308;N-6809;TR00000000005573538
nt6309;TL;749385;N6309;N-6810;TR00000000005573539
nt6310;TL;749386;N6310;N-6811;TR00000000005573540
nt6311;TL;749387;N6311;N-6812;TR00000000005573541
nt6312;TL;749388;N6312;N-6813;TR00000000005573542
nt6313;TL;749389;N6313;N-6814;TR00000000005573543
nt6314;TL;749390;N6314;N-6815;TR00000000005573544
nt6315;TL;749391;N6315;N-6816;TR00000000005573545
nt6316;TL;749392;N6316;N-6817;TR00000000005573546
nt6317;TL;749393;N6317;N-6818;TR00000000005573547
nt6318;TL;749394;N6318;N-6819;TR00000000005573548
nt6319;TL;749395;N6319;N-6820;TR00000000005573549
nt6320;TL;749396;N6320;N-6821;TR00000000005573550
nt6321;TL;749397;N6321;N-6822;TR00000000005573551
nt6322;TL;749398;N6322;N-6823;TR00000000005573552
nt6323;TL;749399;N6323;N-6824;TR00000000005573553
nt6324;TL;749400;N6324;N-6825;TR00000000005573554
nt6325;TL;749401;N6325;N-6826;TR00000000005573555
nt6326;TL;749402;N6326;N-6827;TR00000000005573556
nt6327;TL;749403;N6327;N-6828;TR00000000005573557
nt6328;TL;749404;N6328;N-6829;TR00000000005573558
nt6329;TL;749405;N6329;N-6830;TR00000000005573559
nt6330;TL;749406;N6330;N-6831;TR00000000005573560
nt6331;TL;749407;N6331;N-6832;TR00000000005573561
nt6332;TL;749408;N6332;N-6833;TR00000000005573562
nt6333;TL;749409;N6333;N-6834;TR00000000005573563
nt6334;TL;749410;N6334;N-6835;TR00000000005573564
nt6335;TL;749411;N6335;N-6836;TR00000000005573565
nt6336;TL;749412;N6336;N-6837;TR00000000005573566
nt6337;TL;749413;N6337;N-6838;TR00000000005573567
nt6338;TL;749414;N6338;N-6839;TR00000000005573568
nt6339;TL;749415;N6339;N-6840;TR00000000005573569
nt6340;TL;749416;N6340;N-6841;TR00000000005573570
nt6341;TL;749417;N6341;N-6842;TR00000000005573571
nt6342;TL;749418;N6342;N-6843;TR00000000005573572
nt6343;TL;749419;N6343;N-6844;TR00000000005573573
nt6344;TL;749420;N6344;N-6845;TR00000000005573574
nt6345;TL;749421;N6345;N-6846;TR00000000005573575
nt6346;TL;749422;N6346;N-6847;TR00000000005573576
nt6347;TL;749423;N6347;N-6848;TR00000000005573577
nt6348;TL;749424;N6348;N-6849;TR00000000005573578
nt6349;TL;749425;N6349;N-6850;TR00000000005573579
nt6350;TL;749426;N6350;N-6851;TR00000000005573580
nt6351;TL;749427;N6351;N-6852;TR00000000005573581
nt6352;TL;749428;N6352;N-6853;TR00000000005573582
nt6353;TL;749429;N6353;N-6854;TR00000000005573583
nt6354;TL;749430;N6354;N-6855;TR00000000005573584
nt6355;TL;749431;N6355;N-6856;TR00000000005573585
nt6356;TL;749432;N6356;N-6857;TR00000000005573586
nt6357;TL;749433;N6357;N-6858;TR00000000005573587
nt6358;TL;749434;N6358;N-6859;TR00000000005573588
nt6359;TL;749435;N6359;N-6860;TR00000000005573589
nt6360;TL;749436;N6360;N-6861;TR00000000005573590
nt6361;TL;749437;N6361;N-6862;TR00000000005573591
nt6362;TL;749438;N6362;N-6863;TR00000000005573592
nt6363;TL;749439;N6363;N-6864;TR00000000005573593
nt6364;TL;749440;N6364;N-6865;TR00000000005573594
nt6365;TL;749441;N6365;N-6866;TR00000000005573595
nt6366;TL;749442;N6366;N-6867;TR00000000005573596
nt6367;TL;749443;N6367;N-6868;TR00000000005573597
nt6368;TL;749444;N6368;N-6869;TR00000000005573598
nt6369;TL;749445;N6369;N-6870;TR00000000005573599
nt6370;TL;749446;N6370;N-6871;TR00000000005573600
nt6371;TL;749447;N6371;N-6872;TR00000000005573601
nt6372;TL;749448;N6372;N-6873;TR00000000005573602
nt6373;TL;749449;N6373;N-6874;TR00000000005573603
nt6374;TL;749450;N6374;N-6875;TR00000000005573604
nt6375;TL;749451;N6375;N-6876;TR00000000005573605
nt6376;TL;749452;N6376;N-6877;TR00000000005573606
nt6377;TL;749453;N6377;N-6878;TR00000000005573607
nt6378;TL;749454;N6378;N-6879;TR00000000005573608
nt6379;TL;749455;N6379;N-6880;TR00000000005573609
nt6380;TL;749456;N6380;N-6881;TR00000000005573610
nt6381;TL;749457;N6381;N-6882;TR00000000005573611
nt6382;TL;749458;N6382;N-6883;TR00000000005573612
nt6383;TL;749459;N6383;N-6884;TR00000000005573613
nt6384;TL;749460;N6384;N-6885;TR00000000005573614
nt6385;TL;749461;N6385;N-6886;TR00000000005573615
nt6386;TL;749462;N6386;N-6887;TR00000000005573616
nt6387;TL;749463;N6387;N-6888;TR00000000005573617
nt6388;TL;749464;N6388;N-6889;TR00000000005573618
nt6389;TL;749465;N6389;N-6890;TR00000000005573619
nt6390;TL;749466;N6390;N-6891;TR00000000005573620
nt6391;TL;749467;N6391;N-6892;TR00000000005573621
nt6392;TL;749468;N6392;N-6893;TR00000000005573622
nt6393;TL;749469;N6393;N-6894;TR00000000005573623
nt6394;TL;749470;N6394;N-6895;TR00000000005573624
nt6395;TL;749471;N6395;N-6896;TR00000000005573625
nt6396;TL;749472;N6396;N-6897;TR00000000005573626
nt6397;TL;749473;N6397;N-6898;TR00000000005573627
nt6398;TL;749474;N6398;N-6899;TR00000000005573628
nt6399;TL;749475;N6399;N-6900;TR00000000005573629
nt6400;TL;749476;N6400;N-6901;TR00000000005573630
nt6401;TL;749477;N6401;N-6902;TR00000000005573631
nt6402;TL;749478;N6402;N-6903;TR00000000005573632
nt6403;TL;749479;N6403;N-6904;TR00000000005573633
nt6404;TL;749480;N6404;N-6905;TR00000000005573634
nt6405;TL;749481;N6405;N-6906;TR00000000005573635
nt6406;TL;749482;N6406;N-6907;TR00000000005573636
nt6407;TL;749483;N6407;N-6908;TR00000000005573637
nt6408;TL;749484;N6408;N-6909;TR00000000005573638
nt6409;TL;749485;N6409;N-6910;TR00000000005573639
nt6410;TL;749486;N6410;N-6911;TR00000000005573640
nt6411;TL;749487;N6411;N-6912;TR00000000005573641
nt6412;TL;749488;N6412;N-6913;TR00000000005573642
nt6413;TL;749489;N6413;N-6914;TR00000000005573643
nt6414;TL;749490;N6414;N-6915;TR00000000005573644
nt6415;TL;749491;N6415;N-6916;TR00000000005573645
nt6416;TL;749492;N6416;N-6917;TR00000000005573646
nt6417;TL;749493;N6417;N-6918;TR00000000005573647
nt6418;TL;749494;N6418;N-6919;TR00000000005573648
nt6419;TL;749495;N6419;N-6920;TR00000000005573649
nt6420;TL;749496;N6420;N-6921;TR00000000005573650
nt6421;TL;749497;N6421;N-6922;TR00000000005573651
nt6422;TL;749498;N6422;N-6923;TR00000000005573652
nt6423;TL;749499;N6423;N-6924;TR00000000005573653
nt6424;TL;749500;N6424;N-6925;TR00000000005573654
nt6425;TL;749501;N6425;N-6926;TR00000000005573655
nt6426;TL;749502;N6426;N-6927;TR00000000005573656
nt6427;TL;749503;N6427;N-6928;TR00000000005573657
nt6428;TL;749504;N6428;N-6929;TR00000000005573658
nt6429;TL;749505;N6429;N-6930;TR00000000005573659
nt6430;TL;749506;N6430;N-6931;TR00000000005573660
nt6431;TL;749507;N6431;N-6932;TR00000000005573661
nt6432;TL;749508;N6432;N-6933;TR00000000005573662
nt6433;TL;749509;N6433;N-6934;TR00000000005573663
nt6434;TL;749510;N6434;N-6935;TR00000000005573664
nt6435;TL;749511;N6435;N-6936;TR00000000005573665
nt6436;TL;749512;N6436;N-6937;TR00000000005573666
nt6437;TL;749513;N6437;N-6938;TR00000000005573667
nt6438;TL;749514;N6438;N-6939;TR00000000005573668
nt6439;TL;749515;N6439;N-6940;TR00000000005573669
nt6440;TL;749516;N6440;N-6941;TR00000000005573670
nt6441;TL;749517;N6441;N-6942;TR00000000005573671
nt6442;TL;749518;N6442;N-6943;TR00000000005573672
nt6443;TL;749519;N6443;N-6944;TR00000000005573673
nt6444;TL;749520;N6444;N-6945;TR00000000005573674
nt6445;TL;749521;N6445;N-6946;TR00000000005573675
nt6446;TL;749522;N6446;N-6947;TR00000000005573676
nt6447;TL;749523;N6447;N-6948;TR00000000005573677
nt6448;TL;749524;N6448;N-6949;TR00000000005573678
nt6449;TL;749525;N6449;N-6950;TR00000000005573679
nt6450;TL;749526;N6450;N-6951;TR00000000005573680
nt6451;TL;749527;N6451;N-6952;TR00000000005573681
nt6452;TL;749528;N6452;N-6953;TR00000000005573682
nt6453;TL;749529;N6453;N-6954;TR00000000005573683
nt6454;TL;749530;N6454;N-6955;TR00000000005573684
nt6455;TL;749531;N6455;N-6956;TR00000000005573685
nt6456;TL;749532;N6456;N-6957;TR00000000005573686
nt6457;TL;749533;N6457;N-6958;TR00000000005573687
nt6458;TL;749534;N6458;N-6959;TR00000000005573688
nt6459;TL;749535;N6459;N-6960;TR00000000005573689
nt6460;TL;749536;N6460;N-6961;TR00000000005573690
nt6461;TL;749537;N6461;N-6962;TR00000000005573691
nt6462;TL;749538;N6462;N-6963;TR00000000005573692
nt6463;TL;749539;N6463;N-6964;TR00000000005573693
nt6464;TL;749540;N6464;N-6965;TR00000000005573694
nt6465;TL;749541;N6465;N-6966;TR00000000005573695
nt6466;TL;749542;N6466;N-6967;TR00000000005573696
nt6467;TL;749543;N6467;N-6968;TR00000000005573697
nt6468;TL;749544;N6468;N-6969;TR00000000005573698
nt6469;TL;749545;N6469;N-6970;TR00000000005573699
nt6470;TL;749546;N6470;N-6971;TR00000000005573700
nt6471;TL;749547;N6471;N-6972;TR00000000005573701
nt6472;TL;749548;N6472;N-6973;TR00000000005573702
nt6473;TL;749549;N6473;N-6974;TR00000000005573703
nt6474;TL;749550;N6474;N-6975;TR00000000005573704
nt6475;TL;749551;N6475;N-6976;TR00000000005573705
nt6476;TL;749552;N6476;N-6977;TR00000000005573706
nt6477;TL;749553;N6477;N-6978;TR00000000005573707
nt6478;TL;749554;N6478;N-6979;TR00000000005573708
nt6479;TL;749555;N6479;N-6980;TR00000000005573709
nt6480;TL;749556;N6480;N-6981;TR00000000005573710
nt6481;TL;749557;N6481;N-6982;TR00000000005573711
nt6482;TL;749558;N6482;N-6983;TR00000000005573712
nt6483;TL;749559;N6483;N-6984;TR00000000005573713
nt6484;TL;749560;N6484;N-6985;TR00000000005573714
nt6485;TL;749561;N6485;N-6986;TR00000000005573715
nt6486;TL;749562;N6486;N-6987;TR00000000005573716
nt6487;TL;749563;N6487;N-6988;TR00000000005573717
nt6488;TL;749564;N6488;N-6989;TR00000000005573718
nt6489;TL;749565;N6489;N-6990;TR00000000005573719
nt6490;TL;749566;N6490;N-6991;TR00000000005573720
nt6491;TL;749567;N6491;N-6992;TR00000000005573721
nt6492;TL;749568;N6492;N-6993;TR00000000005573722
nt6493;TL;749569;N6493;N-6994;TR00000000005573723
nt6494;TL;749570;N6494;N-6995;TR00000000005573724
nt6495;TL;749571;N6495;N-6996;TR00000000005573725
nt6496;TL;749572;N6496;N-6997;TR00000000005573726
nt6497;TL;749573;N6497;N-6998;TR00000000005573727
nt6498;TL;749574;N6498;N-6999;TR00000000005573728
nt6499;TL;749575;N6499;N-7000;TR00000000005573729
nt6500;TL;749576;N6500;N-7001;TR00000000005573730
nt6501;TL;749577;N6501;N-7002;TR00000000005573731
nt6502;TL;749578;N6502;N-7003;TR00000000005573732
nt6503;TL;749579;N6503;N-7004;TR00000000005573733
nt6504;TL;749580;N6504;N-7005;TR00000000005573734
nt6505;TL;749581;N6505;N-7006;TR00000000005573735
nt6506;TL;749582;N6506;N-7007;TR00000000005573736
nt6507;TL;749583;N6507;N-7008;TR00000000005573737
nt6508;TL;749584;N6508;N-7009;TR00000000005573738
nt6509;TL;749585;N6509;N-7010;TR00000000005573739
nt6510;TL;749586;N6510;N-7011;TR00000000005573740
nt6511;TL;749587;N6511;N-7012;TR00000000005573741
nt6512;TL;749588;N6512;N-7013;TR00000000005573742
nt6513;TL;749589;N6513;N-7014;TR00000000005573743
nt6514;TL;749590;N6514;N-7015;TR00000000005573744
nt6515;TL;749591;N6515;N-7016;TR00000000005573745
nt6516;TL;749592;N6516;N-7017;TR00000000005573746
nt6517;TL;749593;N6517;N-7018;TR00000000005573747
nt6518;TL;749594;N6518;N-7019;TR00000000005573748
nt6519;TL;749595;N6519;N-7020;TR00000000005573749
nt6520;TL;749596;N6520;N-7021;TR00000000005573750
nt6521;TL;749597;N6521;N-7022;TR00000000005573751
nt6522;TL;749598;N6522;N-7023;TR00000000005573752
nt6523;TL;749599;N6523;N-7024;TR00000000005573753
nt6524;TL;749600;N6524;N-7025;TR00000000005573754
nt6525;TL;749601;N6525;N-7026;TR00000000005573755
nt6526;TL;749602;N6526;N-7027;TR00000000005573756
nt6527;TL;749603;N6527;N-7028;TR00000000005573757
nt6528;TL;749604;N6528;N-7029;TR00000000005573758
nt6529;TL;749605;N6529;N-7030;TR00000000005573759
nt6530;TL;749606;N6530;N-7031;TR00000000005573760
nt6531;TL;749607;N6531;N-7032;TR00000000005573761
nt6532;TL;749608;N6532;N-7033;TR00000000005573762
nt6533;TL;749609;N6533;N-7034;TR00000000005573763
nt6534;TL;749610;N6534;N-7035;TR00000000005573764
nt6535;TL;749611;N6535;N-7036;TR00000000005573765
nt6536;TL;749612;N6536;N-7037;TR00000000005573766
nt6537;TL;749613;N6537;N-7038;TR00000000005573767
nt6538;TL;749614;N6538;N-7039;TR00000000005573768
nt6539;TL;749615;N6539;N-7040;TR00000000005573769
nt6540;TL;749616;N6540;N-7041;TR00000000005573770
nt6541;TL;749617;N6541;N-7042;TR00000000005573771
nt6542;TL;749618;N6542;N-7043;TR00000000005573772
nt6543;TL;749619;N6543;N-7044;TR00000000005573773
nt6544;TL;749620;N6544;N-7045;TR00000000005573774
